tag,anchor,bar,sizing,paper_lev,risk_pct,mode,delay,buffer,min_stop_atr,midday,side,slip,n_trades,final_eq,tot_ret,annual,sharpe,sortino,mdd,winrate,pf,avg_r,med_r,top5_share,skip_tight,skip_afford,cap_lev,cap_qty
modealwa_buf0,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.0,False,both,1,12521,30601.0,0.22404000000000002,0.02361883754705718,0.12083288085933927,0.17198050364573295,-0.34414723997844987,0.21843303250539095,1.0721259538570898,0.24146449049614505,-1.3029335930145998,0.3678980517573345,360,0,0,0
modealwa_buf2,eth,5,fixed,2.0,0.01,always_in,1,2.0,0.0,False,both,1,12058,29516.0,0.1806399999999999,0.0193605597450468,0.09718968068004673,0.13816085716083826,-0.35550890401042423,0.2211809586996185,1.0672622669300902,0.21719582860706887,-1.3416107808031568,0.3937377759150601,19,0,0,0
modealwa_buf4,eth,5,fixed,2.0,0.01,always_in,1,4.0,0.0,False,both,1,11557,29827.0,0.19307999999999992,0.020595103752191646,0.1041247362989264,0.1482131157815353,-0.34034031190523534,0.22722159730033745,1.0657861743318315,0.09314433147586199,-1.3552582296532751,0.4034751798432411,19,0,0,0
modefirs_buf0,eth,5,fixed,2.0,0.01,first_only,1,0.0,0.0,False,both,1,2233,42899.5,0.7159800000000001,0.0643402588555404,0.6179623161615767,1.4334052556490342,-0.18048493282663383,0.29153605015673983,1.1861821239188526,0.26114165968700104,-0.8335509769832857,0.41796516956920254,19,0,0,0
modefirs_buf2,eth,5,fixed,2.0,0.01,first_only,1,2.0,0.0,False,both,1,2233,42407.5,0.6962999999999999,0.06292349471004366,0.5997106227659131,1.3860928436784725,-0.19084160629639568,0.29153605015673983,1.1800799403945976,0.2579193274361009,-0.8405461644495594,0.42736644798500467,19,0,0,0
modefirs_buf4,eth,5,fixed,2.0,0.01,first_only,1,4.0,0.0,False,both,1,2233,43012.5,0.7204999999999999,0.06466362336100895,0.6177641059960381,1.427386905489051,-0.18820126227208978,0.29332736229287953,1.1834515347136643,0.2674048635189561,-0.8591177651775861,0.4158640478679627,19,0,0,0
delay1,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.0,False,both,1,12521,30601.0,0.22404000000000002,0.02361883754705718,0.12083288085933927,0.17198050364573295,-0.34414723997844987,0.21843303250539095,1.0721259538570898,0.24146449049614505,-1.3029335930145998,0.3678980517573345,360,0,0,0
delay3,eth,5,fixed,2.0,0.01,always_in,3,0.0,0.0,False,both,1,11829,36748.5,0.46994,0.04548801455325102,0.26334804638580545,0.3796905238926405,-0.254014483627204,0.2201369515597261,1.0895006452216314,0.17961255171055485,-1.2951491649936209,0.3069069238699109,340,0,0,0
delay6,eth,5,fixed,2.0,0.01,always_in,6,0.0,0.0,False,both,1,10999,37096.0,0.48384000000000005,0.04662489807150516,0.2871856842054898,0.4121096009805733,-0.1954182041820418,0.22429311755614148,1.0935572700068739,0.18574401277190525,-1.2765678938449998,0.3064468821493518,327,0,0,0
midday_flat,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.0,True,both,1,11035,15114.0,-0.39544,-0.056457345804242776,-0.2587472797459446,-0.35080649948613046,-0.6211679205691182,0.31880380607159037,1.0314648699530378,0.08080886416821761,-0.9993858395949572,0.5034061063690085,222,0,0,0
long_only,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.0,False,long_only,1,6376,32830.0,0.3131999999999999,0.03196354091061959,0.25185740274904544,0.418582365484295,-0.22932008399136428,0.22961104140526975,1.096308757021831,0.5581449653347426,-1.3071166096374003,0.4196142260227383,186,0,0,0
minstop0.05atr,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.05,False,both,1,8381,36540.0,0.4616,0.04480131175373492,0.2617320883038593,0.38788357121731637,-0.22583001624998136,0.2747882114306169,1.073915342878969,0.08702492834210913,-0.9960559721124479,0.39753374319836055,13084,0,0,0
minstop0.1atr,eth,5,fixed,2.0,0.01,always_in,1,0.0,0.1,False,both,1,6178,41390.5,0.6556200000000001,0.05994824701337165,0.38679296057196716,0.5897325944312332,-0.156312625250501,0.31903528650048557,1.085019512505305,0.07819156398811912,-0.8236438412760132,0.3830205416311551,26801,0,0,0
