tag,anchor,bar,sizing,paper_lev,risk_pct,mode,delay,buffer,min_stop_atr,midday,side,slip,n_trades,final_eq,tot_ret,annual,sharpe,sortino,mdd,winrate,pf,avg_r,med_r,top5_share,skip_tight,skip_afford,cap_lev,cap_qty
first_rth_ms0_d1,rth,5,fixed,2.0,0.01,first_only,1,0.0,0.0,False,both,1,2233,32589.0,0.30356000000000005,0.031085902243906505,0.42293109108549365,0.9816472554877536,-0.18333362304229173,0.32870577698163905,1.1730126153537035,-0.5033109562838649,-1.1764705882352942,0.4598506843633347,26,0,0,0
first_rth_ms0_d3,rth,5,fixed,2.0,0.01,first_only,3,0.0,0.0,False,both,1,2233,28785.0,0.15139999999999998,0.01641285282875171,0.20069400755770658,0.44589394955382095,-0.1813838422883649,0.29780564263322884,1.1039142590866728,-0.009097055519231323,-0.9234302338336625,0.6608895891407102,21,0,0,0
first_rth_ms0.05_d1,rth,5,fixed,2.0,0.01,first_only,1,0.0,0.05,False,both,1,2223,34447.0,0.37788,0.03770891867206405,0.4853197374298199,1.1044164246691583,-0.19591378841446833,0.32793522267206476,1.1704850842424317,0.27363126324084525,-0.7669172932330407,0.3886489599078673,4007,0,0,0
first_rth_ms0.05_d3,rth,5,fixed,2.0,0.01,first_only,3,0.0,0.05,False,both,1,2223,29757.5,0.1902999999999999,0.020320208197951883,0.23757701911713136,0.5235601183329384,-0.19011329425966056,0.31039136302294196,1.1039585227689892,0.17848186709344735,-0.7474002470647106,0.5796707774216331,2548,0,0,0
first_rth_ms0.1_d1,rth,5,fixed,2.0,0.01,first_only,1,0.0,0.1,False,both,1,2196,27603.0,0.10411999999999999,0.011503382903440995,0.12362061291479057,0.2643233923029572,-0.252218922064162,0.3073770491803279,1.0699552466434983,0.10916363251175644,-0.6877074393827847,0.7528234453180843,11630,0,0,0
first_rth_ms0.1_d3,rth,5,fixed,2.0,0.01,first_only,3,0.0,0.1,False,both,1,2196,29945.5,0.1978200000000001,0.0210625066877157,0.22976624374438523,0.49508269364726354,-0.14260516800423317,0.3069216757741348,1.0921548695274566,0.13397519344638778,-0.6645867919032131,0.5558232931726907,8533,0,0,0
first_eth_ms0_d1,eth,5,fixed,2.0,0.01,first_only,1,0.0,0.0,False,both,1,2233,42899.5,0.7159800000000001,0.0643402588555404,0.6179623161615767,1.4334052556490342,-0.18048493282663383,0.29153605015673983,1.1861821239188526,0.26114165968700104,-0.8335509769832857,0.41796516956920254,19,0,0,0
first_eth_ms0_d3,eth,5,fixed,2.0,0.01,first_only,3,0.0,0.0,False,both,1,2233,46234.0,0.8493599999999999,0.07358026737071666,0.734303147934281,1.6698450851296638,-0.13819856522894342,0.29601433049708914,1.2145985462409767,0.0042756607938528885,-0.837155177525696,0.3682879377431907,12,0,0,0
first_eth_ms0.05_d1,eth,5,fixed,2.0,0.01,first_only,1,0.0,0.05,False,both,1,2229,46130.0,0.8452,0.07330112235879094,0.7112542294211565,1.6457001099917863,-0.14627233518176216,0.3001345895020188,1.2028210097455225,0.20266665997512825,-0.7740891431838609,0.37750117242457404,1070,0,0,0
first_eth_ms0.05_d3,eth,5,fixed,2.0,0.01,first_only,3,0.0,0.05,False,both,1,2229,46624.5,0.8649800000000001,0.07462346934580766,0.7354975203459957,1.6552321340344698,-0.14121822238619794,0.3091072229699417,1.2064444382882902,0.14959631686631147,-0.7845997985951783,0.36288699319467077,1096,0,0,0
