year,net,reason,hold
2022,-0.3900771940439106,eod,354
2022,-1.0112916256220774,stop,267
2022,-1.0227337742582516,stop,5
2022,1.067216569588229,target,4
2022,0.7370132971105181,target,59
2022,-1.0217127940016875,stop,1
2022,1.0503953982233374,target,20
2022,-1.0133506324557076,stop,20
2022,-1.0196958542066883,stop,32
2022,1.0607592717925398,target,26
2022,-1.015718679095003,stop,16
2022,-1.0337354731490238,stop,143
2022,-1.012103727673206,stop,12
2022,-1.0141646864335523,stop,36
2022,-1.0183475735281866,stop,41
2022,1.1300562743157774,target,63
2022,0.998514068730999,target,13
2022,-1.0191773661874137,stop,23
2022,1.0450176914693363,target,9
2022,0.6317976415848555,target,78
2022,0.8661444992156888,target,48
2022,0.43446838285560657,target,301
2022,-1.0110285949244315,stop,259
2022,1.261071070337882,target,70
2022,-1.0118480837083754,stop,81
2022,-1.0081689992983827,stop,237
2022,0.8501838293910156,target,69
2022,-1.011191547425593,stop,45
2022,0.6443165006541562,target,193
2022,-1.0162796272150052,stop,18
2022,0.8194854124473225,target,44
2022,-1.006769626871545,stop,326
2022,0.9472111935949318,target,24
2022,1.171936375566834,target,40
2022,0.8185426882373472,target,69
2022,-1.0112873147034658,stop,20
2022,-1.0115729036056091,stop,44
2022,-1.0127010964890413,stop,18
2022,1.3196522162557185,target,61
2022,-1.013035708996954,stop,19
2022,-0.6036549825043083,eod,354
2022,-1.0257209601181696,stop,28
2022,1.3703860257495997,target,13
2022,-1.0075804351245943,stop,61
2022,0.6009836870211341,target,83
2022,-1.015673831623271,stop,9
2022,-1.0239623963615705,stop,65
2022,1.1050194352269547,target,28
2022,0.82563959072704,target,65
2022,-1.022359440823623,stop,32
2022,0.8262176836227972,target,72
2022,0.8185719276241473,target,58
2022,1.0489958912949215,target,11
2022,0.5290055228888864,target,159
2022,-1.0158085088548958,stop,132
2022,-1.026715083893649,stop,96
2022,-1.0247288020894303,stop,140
2022,-1.0211126843902492,stop,31
2022,1.0279188981171712,target,16
2022,0.9516975221652382,target,9
2022,-1.021064483808487,stop,6
2022,0.9919543949287732,target,61
2022,-1.0134460714316107,stop,41
2022,1.0461886754780965,target,5
2022,-1.0182873464116105,stop,34
2022,0.9149476765492254,target,131
2022,0.9446830298520587,target,14
2022,-1.0289444793146583,stop,11
2022,-1.0086474579237343,stop,177
2022,0.28483141066141304,target,286
2022,-1.0151247430589565,stop,100
2022,-1.0175349739515993,stop,30
2022,-1.0350887494681036,stop,7
2022,-1.0068546799532407,stop,145
2022,1.1191794170752303,target,14
2022,0.017398833069908883,eod,354
2022,1.0039650450936148,target,8
2022,-1.011648915093967,stop,112
2023,-1.0133828789381205,stop,18
2023,1.28861135426925,target,2
2023,-1.0141714956314718,stop,45
2023,0.46572928849940687,target,225
2023,1.4494373463567316,target,19
2023,0.8142189000170301,target,44
2023,0.9172809426237563,target,34
2023,-1.029072245188266,stop,3
2023,1.031513585928074,target,19
2023,0.6593147879253618,target,155
2023,-1.0316825769396378,stop,19
2023,-1.0135415009341502,stop,64
2023,1.067229696610574,target,6
2023,0.702489348245295,target,79
2023,0.9554176285701182,target,64
2023,-1.0193450826159964,stop,9
2023,-1.0153248930363508,stop,297
2023,-1.0150406207874763,stop,325
2023,-1.0422651180247866,stop,10
2023,-1.0095169184052122,stop,184
2023,-1.0132693221040392,stop,10
2023,1.0338168598760373,target,6
2023,1.1378926764148152,target,20
2023,1.107561184482617,target,19
2023,-1.013774987005867,stop,81
2023,0.8882663395465741,target,34
2023,0.9239592164148596,target,9
2023,-1.020857130307875,stop,113
2023,-1.016946455109308,stop,122
2023,-1.0296478829609774,stop,3
2023,-1.0275750478300116,stop,37
2023,0.801217179976799,target,31
2023,0.7378055022560375,target,36
2023,-1.0132642348730407,stop,233
2023,-1.0236900784624194,stop,20
2023,-1.039934194064995,stop,1
2023,-1.0440165346284385,stop,1
2023,0.655663092422903,target,122
2023,0.338271951639475,target,191
2023,-1.0216993255277014,stop,8
2023,-1.0325239214781454,stop,4
2023,1.011281767674744,target,16
2023,-1.0357012093959201,stop,28
2023,-1.014197419890191,stop,46
2023,-1.0318217056846635,stop,35
2023,0.3363441330618871,target,336
2023,0.7296204583746556,target,129
2023,-1.0299480060826531,stop,41
2023,1.1108706025452704,target,3
2023,-1.0190987482146434,stop,40
2023,-1.0247351261506312,stop,53
2023,0.9533812928182455,target,92
2023,-1.0162834539769683,stop,117
2023,1.0841498540635295,target,8
2023,1.0298493737914933,target,13
2023,0.11531371002735274,eod,329
2023,0.8273986658367589,target,57
2023,1.2390733378716345,target,17
2023,-1.0261786933038084,stop,39
2023,-1.0361596325743683,stop,6
2023,0.9308059565084759,target,30
2023,-1.0240053598002181,stop,25
2023,-1.0519053375441578,stop,4
2023,0.8465186460032293,target,25
2023,-1.0594718141757422,stop,9
2023,1.3335370254765868,target,9
2023,0.8502608770244096,target,50
2023,-1.0220085000941008,stop,20
2023,0.8525642282219403,target,33
2023,0.9452133744997602,target,15
2023,-1.058751762386126,stop,1
2023,0.9123064144247256,target,32
2023,-1.0346977824157626,stop,60
2023,0.8926504879835735,target,13
2023,-1.0266080599589704,stop,15
2023,0.8711695462500882,target,19
2023,1.098671514425732,target,8
2023,0.27215497135738287,target,219
2023,-1.0126021948012203,stop,36
2023,0.9787865539843847,target,177
2023,0.910578849490608,target,61
2023,-1.0270578666487005,stop,12
2023,1.1738046063324348,target,21
2023,0.9153433650500593,target,38
2023,0.49274302207100773,target,185
2023,0.8679510883489125,target,40
2023,-1.0196397040860932,stop,13
2023,-1.0202047642587,stop,51
2023,0.742888941614471,target,43
2023,1.007819160839774,target,16
2023,0.783852226391515,target,46
2023,-1.0329104202414503,stop,34
2023,-1.0156720945441138,stop,88
2023,-0.10678239842300188,eod,179
2023,-1.0230635116305682,stop,6
2023,-1.0170647909856074,stop,50
2023,-1.0216033913585483,stop,15
2023,0.9207676354397494,target,33
2023,1.0873102679277147,target,8
2023,-1.0390597103932624,stop,10
2023,0.9369151811035547,target,66
2023,-0.3296362885023417,eod,349
2023,1.1317478630660778,target,8
2023,1.1236318572713415,target,27
2023,0.7542379132362188,target,80
2023,0.6694981038548745,target,144
2023,0.937878786858821,target,10
2023,-1.026998213582345,stop,7
2023,0.7931578197278994,target,79
2023,0.7173696502048078,target,45
2023,-1.023074606319996,stop,193
2023,0.996761365316631,target,13
2023,-1.0319987011166816,stop,7
2023,0.9062444956684882,target,15
2023,0.9270078171463644,target,15
2023,0.9292309509235962,target,31
2023,-1.026684022582727,stop,8
2023,0.35021653548746684,target,223
2023,0.9322965333153204,target,11
2023,0.8247949186567256,target,17
2023,-1.012899179308204,stop,49
2023,0.9671504270178028,target,6
2023,0.7887681824450284,target,32
2023,1.6123246247077359,target,8
2023,0.3063035101426113,target,253
2023,-1.0148144047263803,stop,51
2023,1.229094687270477,target,45
2023,-1.0172909582376566,stop,35
2023,0.7317184725254474,target,115
2023,-1.0231480522621528,stop,25
2023,1.0134936311027498,target,26
2023,0.9400003010530733,target,19
2023,-1.0193068106058272,stop,25
2023,-1.0096864005250625,stop,22
2023,0.9244013383908556,target,6
2023,-1.0201129095635537,stop,15
2023,1.1237382791368458,target,22
2023,-1.0303274150297097,stop,34
2023,0.18769505262624692,eod,306
2023,0.9519967571937116,target,29
2023,0.9669427380883462,target,3
2023,-1.0421289773245785,stop,2
2023,0.831992488102364,target,49
2023,-1.0357171259800229,stop,5
2023,-1.0225788587244187,stop,51
2023,-1.0330704686235057,stop,18
2023,-1.0102280485235284,stop,197
2023,0.8868493826435786,target,21
2023,0.3882544954945367,target,189
2023,-1.0317000540111902,stop,67
2023,0.8672666979516594,target,38
2023,1.0215328024729795,target,9
2023,-1.0189619308131037,stop,18
2023,1.0319582213887708,target,18
2023,0.9783625199390151,target,13
2023,0.9198499362752802,target,25
2023,-1.0145170771569316,stop,11
2023,-1.010898635594195,stop,291
2023,-1.022174543771214,stop,7
2023,-1.0097399452843876,stop,53
