date,pnl_pc,stop_pt,r,exit_reason
2019-01-02,271.0,14.747138110729008,9.188223435801383,
2019-01-03,-33.5,14.785288959962651,-1.1328828300452987,
2019-01-04,324.0,14.933214748536749,10.848300431484372,
2019-01-07,-35.0,15.491110123641265,-1.1296801752956962,
2019-01-08,-34.0,14.992637971952604,-1.133889848591199,
2019-01-09,-33.0,14.559235259670274,-1.1333012830492362,
2019-01-10,-32.0,13.9733077411224,-1.1450402650843505,
2019-01-11,-31.0,13.57119647389937,-1.1421247956884404,
2019-01-14,-30.0,12.917896725763702,-1.1611797429904909,
2019-01-15,165.5,12.485368388209151,6.627757982547546,
2019-01-16,-28.5,12.326145646194213,-1.1560791515066828,
2019-01-17,121.0,11.773831671466056,5.138514095340948,
2019-01-18,-27.0,11.552932980647052,-1.168534433863209,
2019-01-21,-26.5,11.252723482029406,-1.177492721754004,
2019-01-22,114.0,10.736903947598735,5.308792951691425,
2019-01-23,-25.5,10.773553665627396,-1.1834535192114353,
2019-01-24,-25.5,10.711156975225439,-1.190347600122969,
2019-01-25,-24.5,10.25143147699505,-1.1949550682253383,
2019-01-28,-24.0,10.068293514352549,-1.1918603666940943,
2019-01-29,-24.5,10.12591540618451,-1.2097671675706656,
2019-01-30,-24.0,9.900850020028473,-1.2120171475908783,
2019-01-31,95.0,10.246325018597869,4.635808439980563,
2019-02-01,-24.5,10.20283751726945,-1.200646386778727,
2019-02-04,-23.5,9.832991980321633,-1.1949567358048085,
2019-02-05,-23.0,9.61143898172723,-1.196490975166487,
2019-02-06,-22.5,9.30392548303243,-1.2091670360555473,
2019-02-07,-22.0,8.995609377101543,-1.2228187706772442,
2019-02-08,-22.5,9.139226564451432,-1.230957556491572,
2019-02-11,-22.0,8.916335381276332,-1.23369069574247,
2019-02-12,70.5,8.637043568328021,4.081257634181852,
2019-02-13,-21.0,8.624129742018878,-1.217514150887761,
2019-02-14,-20.5,8.30410261758896,-1.2343296406633302,
2019-02-15,-20.5,8.155595287761177,-1.2568058661986115,
