date,pnl_pc,stop_pt,r,exit_reason
2019-01-02,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-03,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-04,326.0,12.500000000000002,13.039999999999997,
2019-01-07,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-08,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-09,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-10,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-11,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-14,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-15,167.5,12.500000000000002,6.699999999999999,
2019-01-16,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-17,123.0,12.500000000000002,4.919999999999999,
2019-01-18,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-21,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-22,116.0,12.500000000000002,4.64,
2019-01-23,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-24,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-25,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-28,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-29,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-30,-27.0,12.500000000000002,-1.0799999999999998,
2019-01-31,97.0,12.500000000000002,3.8799999999999994,
2019-02-01,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-04,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-05,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-06,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-07,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-08,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-11,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-12,72.5,12.500000000000002,2.8999999999999995,
2019-02-13,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-14,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-15,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-18,20.5,12.500000000000002,0.8199999999999998,
2019-02-19,32.5,12.500000000000002,1.2999999999999998,
2019-02-20,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-21,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-22,51.0,12.500000000000002,2.0399999999999996,
2019-02-25,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-26,41.0,12.500000000000002,1.6399999999999997,
2019-02-27,-27.0,12.500000000000002,-1.0799999999999998,
2019-02-28,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-04,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-05,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-06,83.5,12.500000000000002,3.3399999999999994,
2019-03-07,119.5,12.500000000000002,4.779999999999999,
2019-03-08,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-11,197.0,12.500000000000002,7.879999999999999,
2019-03-12,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-13,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-14,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-15,39.0,12.500000000000002,1.5599999999999998,
2019-03-18,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-19,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-20,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-21,247.0,12.500000000000002,9.879999999999999,
2019-03-22,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-25,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-26,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-27,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-28,-27.0,12.500000000000002,-1.0799999999999998,
2019-03-29,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-01,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-02,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-03,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-04,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-05,18.5,12.500000000000002,0.7399999999999999,
2019-04-08,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-09,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-10,-27.0,12.500000000000002,-1.0799999999999998,
2019-04-11,20.0,12.500000000000002,0.7999999999999999,
