date,pnl_pc,stop_pt,r,exit_reason
2019-01-02,-21.5,9.831425407152672,-1.0934324937438915,
2019-01-03,-21.5,9.856859306641768,-1.0906110826555486,
2019-01-04,326.0,9.955476499024499,16.372897873444007,
2019-01-07,-22.5,10.327406749094179,-1.0893344547494213,
2019-01-08,-22.0,9.995091981301737,-1.100540147162046,
2019-01-09,-21.5,9.706156839780185,-1.1075444357072077,
2019-01-10,-20.5,9.315538494081599,-1.100312129729493,
2019-01-11,-20.0,9.047464315932913,-1.105282060343652,
2019-01-14,-19.0,8.611931150509134,-1.1031207558409664,
2019-01-15,167.5,8.323578925472768,10.061777601903753,
2019-01-16,-18.5,8.217430430796142,-1.1256560159407176,
2019-01-17,123.0,7.849221114310705,7.835172318928965,
2019-01-18,-17.5,7.701955320431368,-1.1360751440336754,
2019-01-21,-17.0,7.501815654686272,-1.1330590341406452,
2019-01-22,-16.5,7.157935965065824,-1.1525668908277436,
2019-01-23,-16.5,7.182369110418264,-1.14864606276404,
2019-01-24,-16.5,7.140771316816959,-1.1553373765899404,
2019-01-25,-15.5,6.834287651330034,-1.133987972907719,
2019-01-28,-15.5,6.712195676235033,-1.1546147302349037,
2019-01-29,-15.5,6.750610270789673,-1.1480443528986928,
2019-01-30,-15.0,6.600566680018983,-1.1362660758664482,
2019-01-31,97.0,6.8308833457319125,7.100106610707073,
2019-02-01,-15.5,6.801891678179634,-1.1393889180655263,
2019-02-04,-15.0,6.555327986881089,-1.144107513004604,
2019-02-05,-2.0,6.407625987818155,-0.15606404023910697,
2019-02-06,-14.5,6.202616988688288,-1.1688614681870289,
2019-02-07,-14.0,5.997072918067696,-1.167236099282824,
2019-02-08,-14.0,6.092817709634289,-1.1488937193921338,
2019-02-11,-14.0,5.944223587517555,-1.1776138459359942,
2019-02-12,72.5,5.758029045552015,6.295556988897537,
2019-02-13,-13.5,5.749419828012586,-1.1740315026417694,
2019-02-14,-13.0,5.5360684117259735,-1.174118438679753,
2019-02-15,-13.0,5.437063525174118,-1.1954982629694109,
2019-02-18,20.5,5.2585232733759675,1.9492164372260177,
2019-02-19,32.5,4.965057325277684,3.27287258442503,
2019-02-20,-11.5,4.821124659186421,-1.19266777079569,
2019-02-21,-2.0,4.736580040673106,-0.2111227914260881,
2019-02-22,-11.5,4.636645752053599,-1.2401206189740266,
2019-02-25,-11.0,4.515278198335484,-1.2180866290868908,
2019-02-26,-2.0,4.453472612740092,-0.2245438755229549,
2019-02-27,-10.5,4.349653140401514,-1.2069927947209544,
2019-02-28,-10.5,4.338070773229978,-1.2102153870788583,
2019-03-04,-10.0,4.110823778958501,-1.2163012254606487,
2019-03-05,-10.5,4.306479223318608,-1.2190933074917534,
2019-03-06,-10.5,4.205123564510137,-1.2484769875273767,
2019-03-07,119.5,4.122614738473699,14.49322912529077,
2019-03-08,-10.5,4.236177971439863,-1.239324701510485,
2019-03-11,197.0,4.243415259194158,23.21243479213617,
2019-03-12,-11.0,4.483171312108861,-1.2268101344119344,
2019-03-13,-10.5,4.371873361243943,-1.200858205670029,
2019-03-14,-11.0,4.389953835440805,-1.2528605552973278,
2019-03-15,-10.5,4.17638570433789,-1.25706780256119,
2019-03-18,-10.5,4.196822439742326,-1.2509464184818684,
2019-03-19,-10.0,4.103299408332161,-1.2185316016294103,
2019-03-20,-10.0,4.0602065934512925,-1.2314644304219644,
2019-03-21,247.0,4.1576918367762,29.70398116272121,
2019-03-22,-11.0,4.397320991292186,-1.2507615456982557,
2019-03-25,-11.5,4.703762349057029,-1.2224257037885242,
2019-03-26,-2.0,4.646350752695812,-0.21522266682509927,
2019-03-27,-11.5,4.696611413217541,-1.2242869367088658,
2019-03-28,-11.5,4.820960597987717,-1.1927083582471234,
2019-03-29,-11.5,4.730177698131452,-1.2155991522837304,
2019-04-01,-11.0,4.60570071969349,-1.1941722518969982,
2019-04-02,-11.5,4.64904352542967,-1.2368135442372694,
2019-04-03,-11.0,4.482147559327551,-1.2270903461342437,
2019-04-04,-11.0,4.486101305089869,-1.2260088718370616,
2019-04-05,-11.0,4.437094069012021,-1.239550010537561,
2019-04-08,-10.5,4.272837349796877,-1.2286917498157461,
2019-04-09,-10.5,4.210491824811386,-1.246885213994016,
2019-04-10,-10.0,4.071349551610573,-1.228094010749351,
2019-04-11,-10.0,3.934110297924103,-1.2709353885269385,
2019-04-12,-9.5,3.8209595623580963,-1.2431432268465434,
2019-04-15,-9.5,3.6774981650468037,-1.2916389857503972,
2019-04-16,-9.5,3.6299982961148896,-1.3085405591192218,
2019-04-17,-9.0,3.523391274963826,-1.2771786182180975,
2019-04-18,-2.0,3.47082761246641,-0.28811572099064536,
2019-04-22,93.5,3.4086256401473807,13.715205169312357,
2019-04-23,139.5,3.3910452372797106,20.568879245018064,
2019-04-24,-9.0,3.53007772033116,-1.27475946891556,
2019-04-25,-9.0,3.43328645459322,-1.310697507916847,
2019-04-26,-9.0,3.44787313640799,-1.3051524293286847,
2019-04-29,-9.0,3.5132036266645623,-1.2808822027410642,
2019-04-30,-9.0,3.4069033676170934,-1.3208475599199212,
2019-05-01,-9.0,3.573374555644444,-1.2593138306455653,
2019-05-02,-9.5,3.6913478016698407,-1.2867928613638793,
2019-05-03,-9.5,3.866072958693424,-1.2286369271223756,
2019-05-06,-10.0,4.0443891759296084,-1.2362806303997051,
2019-05-07,-11.0,4.40193280622035,-1.2494511484200703,
2019-05-08,-12.0,4.899116177204611,-1.2247106994354935,
2019-05-09,-2.0,4.87775073597571,-0.20501252608595366,
2019-05-10,-12.0,5.056125683406017,-1.1866793619651776,
2019-05-13,-13.0,5.413723848877016,-1.2006523017143391,
2019-05-14,-14.0,6.054707859671515,-1.156125144637411,
2019-05-15,-14.0,6.068657298266407,-1.153467671011781,
2019-05-16,84.0,6.261967491247378,6.707157144891795,
2019-05-17,-2.0,6.276291241872565,-0.15932976362353202,
