date,pnl_pc,stop_pt,r,exit_reason
2019-01-02,273.0,14.747138110729008,9.256033202855267,
2019-01-03,-31.5,14.785288959962651,-1.0652480342216988,
2019-01-04,326.0,14.933214748536749,10.91526524896267,
2019-01-07,-33.0,15.491110123641265,-1.0651270224216565,
2019-01-08,-32.0,14.992637971952604,-1.0671904457328933,
2019-01-09,-31.0,14.559235259670274,-1.0646163568038278,
2019-01-10,-30.0,13.9733077411224,-1.0734752485165786,
2019-01-11,-29.0,13.57119647389937,-1.0684393249988635,
2019-01-14,-28.0,12.917896725763702,-1.0837677601244582,
2019-01-15,167.5,12.485368388209151,6.707851734602502,
2019-01-16,-26.5,12.326145646194213,-1.074950789997442,
2019-01-17,123.0,11.773831671466056,5.223448212619311,
2019-01-18,-25.0,11.552932980647052,-1.0819763276511196,
2019-01-21,-24.5,11.252723482029406,-1.0886253465272868,
2019-01-22,116.0,10.736903947598735,5.4019296701421515,
2019-01-23,-23.5,10.773553665627396,-1.0906336353517148,
2019-01-24,-23.5,10.711156975225439,-1.096987004034893,
2019-01-25,-22.5,10.25143147699505,-1.0974077157171473,
2019-01-28,-22.0,10.068293514352549,-1.0925386694695864,
2019-01-29,-22.5,10.12591540618451,-1.1110106640955093,
2019-01-30,-22.0,9.900850020028473,-1.1110157186249718,
2019-01-31,97.0,10.246325018597869,4.733404407138049,
2019-02-01,-22.5,10.20283751726945,-1.1026344368376062,
2019-02-04,-21.5,9.832991980321633,-1.0932582902043995,
2019-02-05,-21.0,9.61143898172723,-1.0924482816737489,
2019-02-06,-20.5,9.30392548303243,-1.1016855217394987,
2019-02-07,-20.0,8.995609377101543,-1.1116534278884038,
2019-02-08,-20.5,9.139226564451432,-1.1215391070256546,
2019-02-11,-20.0,8.916335381276332,-1.1215369961295183,
2019-02-12,72.5,8.637043568328021,4.197037992598358,
2019-02-13,-19.0,8.624129742018878,-1.1015604222317839,
2019-02-14,-18.5,8.30410261758896,-1.113907236696176,
2019-02-15,-18.5,8.155595287761177,-1.1341906597402105,
2019-02-18,20.5,7.887784910063949,1.2994776248173454,
2019-02-19,32.5,7.447585987916526,2.1819150562833536,
2019-02-20,-16.5,7.231686988779631,-1.1408126503263123,
2019-02-21,-16.0,7.104870061009658,-1.1259882209391368,
2019-02-22,-16.0,6.954968628080397,-1.1502568060048945,
2019-02-25,-15.5,6.772917297503226,-1.1442631970210189,
2019-02-26,41.0,6.680208919110139,3.068766298813717,
2019-02-27,-15.0,6.524479710602272,-1.14951694735329,
2019-02-28,-15.0,6.507106159844966,-1.1525860829322463,
2019-03-04,-14.5,6.166235668437752,-1.175757851278627,
2019-03-05,-15.0,6.459718834977912,-1.1610412452302414,
2019-03-06,83.5,6.307685346765204,6.618909743399109,
2019-03-07,119.5,6.183922107710547,9.662152750193847,
2019-03-08,-14.5,6.354266957159794,-1.140965598216002,
2019-03-11,197.0,6.365122888791237,15.474956528090779,
2019-03-12,-15.5,6.724756968163292,-1.1524580050536353,
2019-03-13,-15.0,6.557810041865914,-1.1436744815905038,
2019-03-14,-15.0,6.584930753161206,-1.138964141179389,
2019-03-15,-14.5,6.264578556506835,-1.1573005166436354,
2019-03-18,-14.5,6.29523365961349,-1.1516649566975932,
2019-03-19,-14.5,6.15494911249824,-1.177913881575097,
2019-03-20,-14.0,6.090309890176938,-1.1493668017271668,
2019-03-21,247.0,6.236537755164299,19.80265410848081,
2019-03-22,-15.0,6.595981486938277,-1.1370559506347782,
2019-03-25,-16.0,7.055643523585544,-1.1338441310502252,
