entry_time_et,exit_time_et,side,qty,entry_price,exit_price,pnl_usd,stop_dist_pt,r_multiple,exit_reason,duration_min
2021-10-18 09:35:00,2021-10-18 15:55:00,LONG,20,18887.5,19090.5,8080.0,16.0,12.62,收盘平仓,380.0
2021-10-19 09:30:00,2021-10-19 09:35:00,SHORT,22,19119.25,19135.5,-759.0,16.0,-1.08,初始止损,5.0
2021-10-20 09:35:00,2021-10-20 09:40:00,LONG,22,19229.75,19213.5,-759.0,15.5,-1.11,初始止损,5.0
2021-10-21 09:35:00,2021-10-21 15:55:00,LONG,23,19165.5,19279.5,5198.0,15.0,7.53,收盘平仓,380.0
2021-10-22 09:35:00,2021-10-22 09:45:00,LONG,25,19256.5,19241.75,-787.5,14.75,-1.07,初始止损,10.0
2021-10-25 09:30:00,2021-10-25 09:35:00,LONG,25,19228.25,19213.5,-787.5,14.75,-1.07,初始止损,5.0
2021-10-26 09:30:00,2021-10-26 09:35:00,LONG,24,19430.5,19415.25,-780.0,15.0,-1.08,初始止损,5.0
2021-10-27 09:35:00,2021-10-27 10:05:00,LONG,24,19389.75,19374.5,-780.0,15.0,-1.08,初始止损,30.0
2021-10-28 09:35:00,2021-10-28 09:40:00,SHORT,24,19454.75,19469.75,-768.0,14.75,-1.08,初始止损,5.0
2021-10-29 09:35:00,2021-10-29 15:55:00,LONG,24,19477.75,19644.5,7956.0,14.75,11.24,收盘平仓,380.0
2021-11-01 09:30:00,2021-11-01 11:45:00,SHORT,25,19641.5,19657.0,-825.0,15.0,-1.1,初始止损,135.0
2021-11-02 09:30:00,2021-11-02 15:55:00,LONG,26,19680.75,19766.25,4394.0,14.5,5.83,收盘平仓,385.0
2021-11-03 09:30:00,2021-11-03 09:40:00,SHORT,27,19772.75,19787.5,-850.5,14.25,-1.11,初始止损,10.0
2021-11-04 09:30:00,2021-11-04 09:40:00,SHORT,27,19977.0,19991.75,-850.5,14.25,-1.11,初始止损,10.0
2021-11-05 09:35:00,2021-11-05 09:40:00,LONG,27,20244.75,20230.25,-837.0,14.5,-1.07,初始止损,5.0
2021-11-08 09:50:00,2021-11-08 10:05:00,SHORT,26,20138.0,20153.0,-832.0,14.5,-1.1,初始止损,15.0
2021-11-09 09:30:00,2021-11-09 09:40:00,SHORT,28,20168.75,20182.5,-826.0,13.75,-1.07,初始止损,10.0
2021-11-10 09:30:00,2021-11-10 09:35:00,SHORT,27,19868.75,19883.0,-823.5,14.0,-1.09,初始止损,5.0
2021-11-11 09:30:00,2021-11-11 09:35:00,SHORT,25,19892.0,19907.25,-812.5,14.75,-1.1,初始止损,5.0
2021-11-12 09:30:00,2021-11-12 10:20:00,SHORT,26,19861.25,19875.75,-806.0,14.5,-1.07,初始止损,50.0
2021-11-15 09:40:00,2021-11-15 09:45:00,SHORT,25,20022.0,20037.0,-800.0,14.5,-1.1,初始止损,5.0
2021-11-16 09:30:00,2021-11-16 15:55:00,LONG,25,20002.25,20109.25,5300.0,14.5,7.31,收盘平仓,385.0
2021-11-17 09:35:00,2021-11-17 09:40:00,SHORT,27,20104.75,20119.25,-837.0,14.25,-1.09,初始止损,5.0
2021-11-18 09:30:00,2021-11-18 09:35:00,SHORT,27,20165.75,20180.0,-823.5,14.0,-1.09,初始止损,5.0
2021-11-19 09:45:00,2021-11-19 10:25:00,LONG,27,20384.5,20370.25,-823.5,14.0,-1.09,初始止损,40.0
2021-11-22 09:30:00,2021-11-22 11:00:00,LONG,27,20474.5,20474.5,-54.0,13.75,-0.07,保本止损,90.0
2021-11-23 09:30:00,2021-11-23 09:35:00,SHORT,25,20092.5,20107.75,-812.5,15.0,-1.08,初始止损,5.0
2021-11-24 09:30:00,2021-11-24 09:35:00,SHORT,24,19953.5,19969.25,-804.0,15.5,-1.08,初始止损,5.0
2021-11-25 09:40:00,2021-11-25 12:55:00,LONG,23,20201.5,20208.75,287.5,15.75,0.4,收盘平仓,195.0
2021-11-26 09:30:00,2021-11-26 09:35:00,LONG,25,20099.75,20084.75,-800.0,15.0,-1.07,初始止损,5.0
2021-11-29 09:30:00,2021-11-29 09:35:00,SHORT,23,20034.75,20051.0,-793.5,16.25,-1.06,初始止损,5.0
2021-11-30 09:50:00,2021-11-30 10:35:00,LONG,21,20193.25,20175.5,-787.5,17.0,-1.1,初始止损,45.0
2021-12-01 09:30:00,2021-12-01 09:35:00,SHORT,20,20090.75,20109.25,-780.0,18.0,-1.08,初始止损,5.0
2021-12-02 09:35:00,2021-12-02 09:40:00,LONG,18,19753.75,19733.5,-765.0,19.75,-1.08,初始止损,5.0
2021-12-03 09:35:00,2021-12-03 09:40:00,SHORT,18,19777.25,19797.5,-765.0,20.0,-1.06,初始止损,5.0
2021-12-06 09:30:00,2021-12-06 09:40:00,SHORT,16,19430.75,19453.25,-752.0,21.5,-1.09,初始止损,10.0
2021-12-07 09:30:00,2021-12-07 09:35:00,LONG,16,19961.75,19939.25,-752.0,21.75,-1.08,初始止损,5.0
2021-12-08 09:30:00,2021-12-08 09:40:00,SHORT,15,20100.75,20124.5,-742.5,23.0,-1.08,初始止损,10.0
2021-12-09 09:30:00,2021-12-09 09:50:00,LONG,16,20194.0,20172.0,-736.0,22.0,-1.05,初始止损,20.0
2021-12-10 09:30:00,2021-12-10 09:35:00,LONG,15,20114.5,20091.25,-727.5,22.0,-1.1,初始止损,5.0
2021-12-13 09:30:00,2021-12-13 09:35:00,SHORT,16,20091.25,20113.0,-728.0,21.5,-1.06,初始止损,5.0
2021-12-14 09:35:00,2021-12-14 09:50:00,LONG,16,19755.0,19733.5,-720.0,21.25,-1.06,初始止损,15.0
2021-12-15 09:30:00,2021-12-15 09:35:00,SHORT,15,19676.5,19699.25,-712.5,21.75,-1.09,初始止损,5.0
2021-12-16 09:35:00,2021-12-16 15:55:00,SHORT,14,20069.75,19666.25,11270.0,23.25,17.31,收盘平仓,380.0
2021-12-17 09:30:00,2021-12-17 09:35:00,LONG,15,19571.0,19545.75,-787.5,24.5,-1.07,初始止损,5.0
2021-12-20 09:35:00,2021-12-20 09:40:00,LONG,15,19434.25,19409.0,-787.5,24.25,-1.08,初始止损,5.0
2021-12-21 09:30:00,2021-12-21 11:35:00,SHORT,15,19558.25,19558.25,-30.0,24.25,-0.04,保本止损,125.0
2021-12-22 09:35:00,2021-12-22 09:40:00,LONG,15,19779.0,19754.0,-780.0,24.5,-1.06,初始止损,5.0
2021-12-23 09:30:00,2021-12-23 15:55:00,LONG,15,20015.0,20097.75,2452.5,24.0,3.41,收盘平仓,385.0
2021-12-27 09:30:00,2021-12-27 15:55:00,LONG,16,20219.25,20364.5,4616.0,23.25,6.2,收盘平仓,385.0
2021-12-28 09:30:00,2021-12-28 09:55:00,SHORT,17,20375.25,20398.5,-824.5,23.0,-1.05,初始止损,25.0
2021-12-29 09:30:00,2021-12-29 09:35:00,LONG,17,20325.0,20301.75,-824.5,22.25,-1.09,初始止损,5.0
2021-12-30 09:40:00,2021-12-30 09:50:00,SHORT,18,20271.75,20293.5,-819.0,21.5,-1.06,初始止损,10.0
2021-12-31 09:30:00,2021-12-31 09:35:00,LONG,18,20259.75,20238.25,-810.0,20.75,-1.08,初始止损,5.0
2022-01-03 09:30:00,2022-01-03 09:45:00,LONG,18,20242.25,20221.0,-801.0,20.25,-1.1,初始止损,15.0
2022-01-04 09:30:00,2022-01-04 15:55:00,SHORT,19,20289.75,20076.75,8056.0,19.75,10.73,收盘平仓,385.0
2022-01-05 09:30:00,2022-01-05 09:35:00,SHORT,20,19919.5,19940.0,-860.0,20.5,-1.05,初始止损,5.0
2022-01-06 09:30:00,2022-01-06 09:45:00,LONG,18,19594.25,19571.75,-846.0,21.75,-1.08,初始止损,15.0
2022-01-07 09:40:00,2022-01-07 09:45:00,LONG,18,19605.25,19582.75,-846.0,21.75,-1.08,初始止损,5.0
2022-01-10 09:30:00,2022-01-10 11:25:00,SHORT,18,19128.5,19128.5,-36.0,22.0,-0.05,保本止损,115.0
2022-01-11 09:30:00,2022-01-11 09:35:00,SHORT,17,19336.75,19360.25,-833.0,22.75,-1.08,初始止损,5.0
2022-01-12 09:30:00,2022-01-12 09:35:00,LONG,17,19788.25,19764.75,-833.0,23.25,-1.05,初始止损,5.0
2022-01-13 09:35:00,2022-01-13 09:40:00,LONG,17,19768.75,19745.5,-824.5,22.5,-1.08,初始止损,5.0
2022-01-14 09:30:00,2022-01-14 11:15:00,LONG,16,19231.25,19231.25,-32.0,23.75,-0.04,保本止损,105.0
2022-01-17 09:40:00,2022-01-17 10:15:00,SHORT,16,19376.0,19400.5,-816.0,23.25,-1.1,初始止损,35.0
2022-01-18 09:30:00,2022-01-18 09:40:00,SHORT,17,19095.5,19118.5,-816.0,22.0,-1.09,初始止损,10.0
2022-01-19 09:35:00,2022-01-19 09:40:00,LONG,17,19125.0,19102.25,-807.5,22.5,-1.06,初始止损,5.0
2022-01-20 09:30:00,2022-01-20 09:35:00,LONG,16,19003.25,18979.25,-800.0,22.75,-1.1,初始止损,5.0
2022-01-21 09:30:00,2022-01-21 09:35:00,LONG,15,18611.0,18585.5,-795.0,24.0,-1.1,初始止损,5.0
2022-01-24 09:35:00,2022-01-24 09:40:00,LONG,15,18047.25,18022.0,-787.5,24.5,-1.07,初始止损,5.0
2022-01-25 09:35:00,2022-01-25 09:40:00,LONG,13,18064.0,18035.25,-773.5,27.25,-1.09,初始止损,5.0
2022-01-26 09:35:00,2022-01-26 09:45:00,SHORT,13,18202.5,18231.25,-773.5,28.0,-1.06,初始止损,10.0
2022-01-27 09:30:00,2022-01-27 09:40:00,SHORT,12,18080.5,18111.25,-762.0,29.5,-1.08,初始止损,10.0
2022-01-28 09:30:00,2022-01-28 10:15:00,SHORT,12,17774.25,17804.75,-756.0,29.75,-1.06,初始止损,45.0
2022-01-31 09:30:00,2022-01-31 15:55:00,LONG,11,18324.5,18702.5,8294.0,30.75,12.26,收盘平仓,385.0
2022-02-01 09:30:00,2022-02-01 11:10:00,SHORT,12,18706.25,18706.25,-24.0,31.25,-0.03,保本止损,100.0
2022-02-02 09:30:00,2022-02-02 09:35:00,SHORT,12,18929.0,18961.75,-810.0,30.5,-1.11,初始止损,5.0
2022-02-03 09:35:00,2022-02-03 09:40:00,LONG,13,18599.0,18569.0,-806.0,29.75,-1.04,初始止损,5.0
2022-02-04 09:40:00,2022-02-04 09:50:00,LONG,12,18362.5,18330.25,-798.0,31.0,-1.07,初始止损,10.0
2022-02-07 09:30:00,2022-02-07 09:35:00,SHORT,12,18482.25,18514.25,-792.0,31.0,-1.06,初始止损,5.0
2022-02-08 09:35:00,2022-02-08 09:40:00,LONG,12,18369.75,18338.0,-786.0,30.25,-1.08,初始止损,5.0
2022-02-09 09:30:00,2022-02-09 09:35:00,SHORT,12,18712.25,18744.0,-786.0,29.75,-1.1,初始止损,5.0
2022-02-10 09:35:00,2022-02-10 12:45:00,LONG,12,18630.75,18630.75,-24.0,29.25,-0.03,保本止损,190.0
2022-02-11 09:35:00,2022-02-11 09:45:00,SHORT,12,18487.25,18518.75,-780.0,29.5,-1.1,初始止损,10.0
2022-02-14 09:45:00,2022-02-14 10:00:00,LONG,12,18091.0,18059.75,-774.0,30.5,-1.06,初始止损,15.0
2022-02-15 09:45:00,2022-02-15 09:55:00,SHORT,12,18264.25,18295.25,-768.0,30.0,-1.07,初始止损,10.0
2022-02-16 09:30:00,2022-02-16 14:20:00,SHORT,12,18296.25,18327.0,-762.0,29.75,-1.07,初始止损,290.0
2022-02-17 09:45:00,2022-02-17 15:55:00,SHORT,12,18233.25,17970.25,6288.0,29.0,9.03,收盘平仓,370.0
2022-02-18 09:30:00,2022-02-18 09:50:00,SHORT,13,17954.5,17984.25,-799.5,29.25,-1.05,初始止损,20.0
2022-02-21 09:45:00,2022-02-21 09:50:00,SHORT,13,17623.5,17653.25,-799.5,29.0,-1.06,初始止损,5.0
2022-02-22 09:40:00,2022-02-22 10:55:00,LONG,13,17783.5,17754.0,-793.0,28.5,-1.07,初始止损,75.0
2022-02-23 09:40:00,2022-02-23 15:55:00,SHORT,13,17757.0,17310.75,11576.5,28.5,15.62,收盘平仓,375.0
2022-02-24 09:30:00,2022-02-24 09:35:00,LONG,14,16992.25,16962.25,-868.0,29.25,-1.06,初始止损,5.0
2022-02-25 09:35:00,2022-02-25 09:40:00,SHORT,12,17726.5,17761.25,-858.0,32.25,-1.11,初始止损,5.0
2022-02-28 09:30:00,2022-02-28 09:35:00,LONG,13,17898.0,17866.25,-851.5,31.75,-1.03,初始止损,5.0
2022-03-01 09:30:00,2022-03-01 09:40:00,LONG,13,18021.25,17989.75,-845.0,31.25,-1.04,初始止损,10.0
2022-03-02 09:30:00,2022-03-02 09:40:00,SHORT,13,17829.75,17861.25,-845.0,31.0,-1.05,初始止损,10.0
2022-03-03 09:30:00,2022-03-03 15:55:00,SHORT,13,18123.75,17839.5,7364.5,30.5,9.29,收盘平仓,385.0
2022-03-04 09:30:00,2022-03-04 09:40:00,LONG,14,17756.0,17725.25,-889.0,30.5,-1.04,初始止损,10.0
2022-03-07 09:40:00,2022-03-07 15:55:00,SHORT,14,17561.5,17124.25,12215.0,30.0,14.54,收盘平仓,375.0
2022-03-08 09:30:00,2022-03-08 09:35:00,SHORT,15,17045.75,17077.0,-967.5,30.75,-1.05,初始止损,5.0
2022-03-09 09:50:00,2022-03-09 09:55:00,SHORT,14,17319.0,17352.25,-959.0,31.5,-1.09,初始止损,5.0
2022-03-10 09:35:00,2022-03-10 09:40:00,SHORT,14,17297.25,17330.5,-959.0,32.25,-1.06,初始止损,5.0
2022-03-11 09:30:00,2022-03-11 15:55:00,SHORT,14,17477.5,17104.25,10423.0,31.75,11.72,收盘平仓,385.0
2022-03-14 09:30:00,2022-03-14 09:35:00,SHORT,15,16985.5,17018.75,-1027.5,31.75,-1.08,初始止损,5.0
2022-03-15 09:40:00,2022-03-15 09:50:00,SHORT,15,16865.0,16898.0,-1020.0,31.5,-1.08,初始止损,10.0
2022-03-16 09:35:00,2022-03-16 13:05:00,LONG,15,17435.0,17435.0,-30.0,31.75,-0.03,保本止损,210.0
2022-03-17 09:30:00,2022-03-17 09:35:00,LONG,15,17630.75,17598.0,-1012.5,32.0,-1.05,初始止损,5.0
2022-03-18 09:40:00,2022-03-18 15:55:00,LONG,15,17822.75,18165.25,10245.0,31.5,10.84,收盘平仓,375.0
2022-03-21 09:30:00,2022-03-21 09:45:00,LONG,16,18159.0,18126.25,-1080.0,31.5,-1.07,初始止损,15.0
2022-03-22 09:30:00,2022-03-22 15:55:00,LONG,16,18173.75,18410.0,7528.0,30.75,7.65,收盘平仓,385.0
2022-03-23 09:30:00,2022-03-23 10:05:00,SHORT,18,18261.75,18292.0,-1125.0,30.25,-1.03,初始止损,35.0
2022-03-24 09:30:00,2022-03-24 09:40:00,SHORT,18,18254.0,18284.0,-1116.0,29.5,-1.05,初始止损,10.0
2022-03-25 09:30:00,2022-03-25 09:45:00,SHORT,18,18498.75,18528.5,-1107.0,29.0,-1.06,初始止损,15.0
2022-03-28 09:30:00,2022-03-28 11:35:00,LONG,18,18558.25,18528.75,-1098.0,28.25,-1.08,初始止损,125.0
2022-03-29 09:30:00,2022-03-29 09:35:00,LONG,19,18959.5,18931.75,-1092.5,27.75,-1.04,初始止损,5.0
2022-03-30 09:30:00,2022-03-30 09:35:00,LONG,19,18948.5,18920.75,-1092.5,27.25,-1.06,初始止损,5.0
2022-03-31 09:30:00,2022-03-31 10:45:00,SHORT,19,18788.0,18815.5,-1083.0,26.5,-1.08,初始止损,75.0
